Tuberculosis_locus,smegmatis_locus,H37RA_locus,Bovis_locus
,1:MSMEG_RS11195:2393083-2393598,,
,1:MSMEG_RS11200:2393815-2394789,,
,1:MSMEG_RS11205:2394859-2396241,,
,1:MSMEG_RS11210:2396319-2397821,,
,1:MSMEG_RS11215:2397867-2399317,,
,1:MSMEG_RS11220:2399432-2400481,,
,1:MSMEG_RS11225:2400669-2400944,,
,1:MSMEG_RS11230:2400954-2402027,,
,1:MSMEG_RS11235:2402237-2403963,,
,1:MSMEG_RS11240:2404009-2405250,,
,1:MSMEG_RS11245:2405378-2405671,,
,1:MSMEG_RS11250:2405673-2407112,,
,1:MSMEG_RS11255:2407319-2408014,,
,1:MSMEG_RS11260:2407969-2408817,,
,1:MSMEG_RS11265:2408810-2409631,,
,1:MSMEG_RS11270:2409628-2410335,,
,1:MSMEG_RS11275:2410370-2411350,,
,1:MSMEG_RS11280:2411359-2412522,,
,1:MSMEG_RS11285:2412595-2413296,,
,1:MSMEG_RS11290:2413328-2414872,,
,1:MSMEG_RS11295:2414990-2416273,,
,1:MSMEG_RS11300:2416370-2417113,,
,1:MSMEG_RS11305:2417125-2417726,,
,1:MSMEG_RS11310:2417887-2418912,,
,1:MSMEG_RS11315:2418870-2419571,,
,1:MSMEG_RS11320:2419579-2420901,,
,1:MSMEG_RS11325:2421007-2421201,,
,1:MSMEG_RS11330:2421207-2422448,,
,1:MSMEG_RS11335:2422408-2422818,,
,1:MSMEG_RS11340:2422826-2423875,,
,1:MSMEG_RS11345:2423839-2425368,,
,1:MSMEG_RS11350:2425365-2425713,,
,1:MSMEG_RS11355:2425710-2426033,,
,1:MSMEG_RS11360:2426030-2426977,,
,1:MSMEG_RS11365:2426974-2428527,,
,1:MSMEG_RS11395:2434550-2435293,,
,1:MSMEG_RS11400:2435295-2435942,,
,1:MSMEG_RS11425:2440088-2441098,,
,1:MSMEG_RS11430:2441100-2442674,,
,1:MSMEG_RS11435:2442671-2443087,,
,1:MSMEG_RS11470:2450596-2451267,,
,1:MSMEG_RS11505:2457779-2458390,,
,1:MSMEG_RS11510:2458418-2458879,,
,1:MSMEG_RS11535:2464399-2465580,,
,1:MSMEG_RS11600:2477113-2478222,,
,1:MSMEG_RS11615:2480097-2480333,,
,1:MSMEG_RS11630:2482164-2482478,,
,1:MSMEG_RS11655:2487622-2488116,,
,1:MSMEG_RS11660:2488188-2488766,,
,1:MSMEG_RS11670:2489654-2490481,,
,1:MSMEG_RS11705:2497580-2498158,,
,1:MSMEG_RS11730:2501271-2502047,,
,1:MSMEG_RS11745:2502907-2506494,,
,1:MSMEG_RS11750:2506567-2508042,,
,1:MSMEG_RS11770:2512566-2513399,,
,1:MSMEG_RS11775:2513512-2514516,,
,1:MSMEG_RS11790:2517308-2518135,,
,1:MSMEG_RS11850:2525519-2526229,,
,1:MSMEG_RS11855:2526276-2527730,,
,1:MSMEG_RS11860:2527780-2528202,,
,1:MSMEG_RS11865:2528276-2529892,,
,1:MSMEG_RS11870:2530003-2531496,,
,1:MSMEG_RS11875:2531510-2532895,,
,1:MSMEG_RS11880:2533012-2533785,,
,1:MSMEG_RS11890:2534100-2534243,,
,1:MSMEG_RS11895:2534312-2535046,,
,1:MSMEG_RS11900:2535043-2535504,,
,1:MSMEG_RS11905:2535507-2536103,,
,1:MSMEG_RS11910:2536199-2537197,,
,1:MSMEG_RS11915:2537190-2537507,,
,1:MSMEG_RS11920:2537542-2538522,,
,1:MSMEG_RS11925:2538553-2539353,,
,1:MSMEG_RS11930:2539350-2540198,,
,1:MSMEG_RS11935:2540195-2540983,,
,1:MSMEG_RS11940:2541046-2543313,,
,1:MSMEG_RS11945:2543310-2544191,,
,1:MSMEG_RS11950:2544178-2544684,,
,1:MSMEG_RS11955:2544747-2545967,,
,1:MSMEG_RS11960:2546004-2547203,,
,1:MSMEG_RS11965:2547242-2549401,,
,1:MSMEG_RS11970:2549414-2550649,,
,1:MSMEG_RS11975:2550646-2551455,,
,1:MSMEG_RS11980:2551339-2553918,,
,1:MSMEG_RS11985:2554008-2556401,,
,1:MSMEG_RS11990:2556536-2557012,,
,1:MSMEG_RS11995:2557143-2558533,,
,1:MSMEG_RS12000:2558654-2559433,,
,1:MSMEG_RS12005:2559495-2560349,,
,1:MSMEG_RS12010:2560435-2560866,,
,1:MSMEG_RS12015:2560939-2562006,,
,1:MSMEG_RS12020:2562032-2562889,,
,1:MSMEG_RS12025:2562958-2563698,,
,1:MSMEG_RS12030:2563709-2564953,,
,1:MSMEG_RS12035:2564950-2565369,,
,1:MSMEG_RS12040:2565362-2566084,,
,1:MSMEG_RS12045:2566112-2566801,,
,1:MSMEG_RS12050:2566837-2568444,,
,1:MSMEG_RS12055:2568753-2570159,,
,1:MSMEG_RS12060:2570219-2571472,,
,1:MSMEG_RS12065:2571561-2573021,,
,1:MSMEG_RS12070:2573037-2573759,,
,1:MSMEG_RS12075:2573756-2574478,,
,1:MSMEG_RS12080:2574544-2577402,,
,1:MSMEG_RS12085:2577399-2578571,,
,1:MSMEG_RS12090:2578576-2579775,,
,1:MSMEG_RS12095:2579779-2580945,,
,1:MSMEG_RS12100:2580942-2581646,,
,1:MSMEG_RS12105:2581723-2582772,,
,1:MSMEG_RS12110:2582769-2584172,,
,1:MSMEG_RS12115:2584169-2584669,,
,1:MSMEG_RS12120:2584688-2585911,,
,1:MSMEG_RS12125:2585908-2586690,,
,1:MSMEG_RS12130:2586687-2587553,,
,1:MSMEG_RS12135:2587550-2588344,,
,1:MSMEG_RS12140:2588395-2589414,,
,1:MSMEG_RS12145:2589424-2589951,,
,1:MSMEG_RS12150:2589951-2591192,,
,1:MSMEG_RS12155:2591193-2592062,,
,1:MSMEG_RS12160:2592063-2592839,,
,1:MSMEG_RS12185:2597267-2598430,,
,1:MSMEG_RS12190:2598528-2599364,,
,1:MSMEG_RS12195:2599455-2601154,,
,1:MSMEG_RS12205:2602327-2603208,,
,1:MSMEG_RS12235:2608371-2609555,,
,1:MSMEG_RS12240:2609552-2610118,,
,1:MSMEG_RS12245:2610123-2610845,,
,1:MSMEG_RS12250:2610869-2612377,,
,1:MSMEG_RS12255:2612646-2614619,,
,1:MSMEG_RS12260:2615039-2616163,,
,1:MSMEG_RS12265:2616171-2617124,,
,1:MSMEG_RS12270:2617182-2617646,,
,1:MSMEG_RS12275:2617653-2618345,,
,1:MSMEG_RS12280:2618813-2619349,,
,1:MSMEG_RS12285:2619346-2619741,,
,1:MSMEG_RS12290:2619738-2620601,,
,1:MSMEG_RS12295:2620622-2621404,,
,1:MSMEG_RS12300:2621453-2622208,,
,1:MSMEG_RS12305:2622349-2623653,,
,1:MSMEG_RS12315:2624131-2624811,,
,1:MSMEG_RS12335:2627136-2628020,,
,1:MSMEG_RS12340:2628161-2629090,,
,1:MSMEG_RS12350:2630288-2630956,,
,1:MSMEG_RS12355:2631062-2632069,,
,1:MSMEG_RS12360:2632377-2633153,,
,1:MSMEG_RS12365:2633198-2634526,,
,1:MSMEG_RS12370:2634530-2635594,,
,1:MSMEG_RS12375:2635751-2637235,,
,1:MSMEG_RS12380:2637301-2637849,,
,1:MSMEG_RS12385:2637892-2639031,,
,1:MSMEG_RS12390:2639219-2639776,,
,1:MSMEG_RS12395:2639792-2642041,,
,1:MSMEG_RS12400:2642079-2642627,,
,1:MSMEG_RS12405:2642713-2643969,,
,1:MSMEG_RS12410:2643983-2644174,,
,1:MSMEG_RS12415:2644175-2644993,,
,1:MSMEG_RS12420:2645003-2645887,,
,1:MSMEG_RS12425:2645963-2646667,,
,1:MSMEG_RS12430:2646664-2647914,,
,1:MSMEG_RS12435:2647916-2648884,,
,1:MSMEG_RS12440:2648881-2649663,,
,1:MSMEG_RS12445:2649687-2650415,,
,1:MSMEG_RS12450:2650397-2651911,,
,1:MSMEG_RS12455:2651913-2652845,,
,1:MSMEG_RS12460:2652955-2653920,,
,1:MSMEG_RS12465:2653937-2655358,,
,1:MSMEG_RS12470:2655736-2656023,,
,1:MSMEG_RS12475:2656031-2656504,,
,1:MSMEG_RS12480:2656525-2657232,,
,1:MSMEG_RS12485:2657470-2658036,,
,1:MSMEG_RS12495:2658411-2659769,,
,1:MSMEG_RS12500:2659770-2659961,,
,1:MSMEG_RS12525:2664545-2665084,,
,1:MSMEG_RS12530:2665175-2665783,,
,1:MSMEG_RS12545:2668397-2668783,,
,1:MSMEG_RS12555:2669752-2671242,,
,1:MSMEG_RS12560:2671246-2671656,,
,1:MSMEG_RS12565:2671766-2672536,,
,1:MSMEG_RS12570:2672585-2673241,,
,1:MSMEG_RS12575:2673315-2673878,,
,1:MSMEG_RS12580:2673880-2675709,,
,1:MSMEG_RS12585:2675706-2677511,,
,1:MSMEG_RS12610:2682163-2682897,,
,1:MSMEG_RS12615:2682903-2683643,,
,1:MSMEG_RS12620:2683715-2684461,,
,1:MSMEG_RS12625:2684461-2685018,,
,1:MSMEG_RS12630:2685015-2686217,,
,1:MSMEG_RS12635:2686223-2686618,,
,1:MSMEG_RS12640:2686690-2687430,,
,1:MSMEG_RS12645:2687544-2687846,,
,1:MSMEG_RS12650:2687906-2688613,,
,1:MSMEG_RS12655:2688610-2688948,,
,1:MSMEG_RS12660:2688950-2689729,,
,1:MSMEG_RS12665:2689726-2690475,,
,1:MSMEG_RS12715:2701968-2702672,,
,1:MSMEG_RS12770:2713440-2714060,,
,1:MSMEG_RS12775:2714104-2714925,,
,1:MSMEG_RS12780:2714946-2715989,,
,1:MSMEG_RS12785:2716010-2716903,,
,1:MSMEG_RS12790:2717025-2718056,,
,1:MSMEG_RS12795:2718267-2719415,,
,1:MSMEG_RS12800:2719412-2720602,,
,1:MSMEG_RS12805:2720599-2721432,,
,1:MSMEG_RS12810:2721419-2722243,,
,1:MSMEG_RS12825:2723468-2724031,,
,1:MSMEG_RS12840:2726511-2727722,,
,1:MSMEG_RS12860:2730551-2731765,,
,1:MSMEG_RS12865:2731781-2732950,,
,1:MSMEG_RS12900:2739634-2740515,,
,1:MSMEG_RS12915:2742304-2743065,,
,1:MSMEG_RS12920:2743205-2743516,,
,1:MSMEG_RS12925:2743713-2745425,,
,1:MSMEG_RS12945:2747354-2747815,,
,1:MSMEG_RS12950:2747809-2748729,,
,1:MSMEG_RS12970:2750910-2751551,,
,1:MSMEG_RS12975:2751660-2751893,,
,1:MSMEG_RS12980:2751938-2753338,,
,1:MSMEG_RS12985:2753346-2754220,,
,1:MSMEG_RS12990:2754376-2755590,,
,1:MSMEG_RS33545:2755771-2755920,,
,1:MSMEG_RS12995:2756022-2757218,,
,1:MSMEG_RS13000:2757263-2758669,,
,1:MSMEG_RS13005:2758699-2759628,,
,1:MSMEG_RS13010:2759690-2760487,,
,1:MSMEG_RS13030:2763894-2764331,,
,1:MSMEG_RS13055:2768903-2769508,,
,1:MSMEG_RS13060:2769486-2769974,,
,1:MSMEG_RS13100:2774673-2774876,,
,1:MSMEG_RS13105:2774889-2776013,,
,1:MSMEG_RS13110:2776054-2776338,,
,1:MSMEG_RS13115:2776595-2777801,,
,1:MSMEG_RS13120:2777828-2778901,,
,1:MSMEG_RS13125:2778898-2779581,,
,1:MSMEG_RS13130:2779578-2780315,,
,1:MSMEG_RS13135:2780312-2780503,,
,1:MSMEG_RS13140:2780500-2781228,,
,1:MSMEG_RS13145:2781233-2783524,,
,1:MSMEG_RS13150:2783521-2783781,,
,1:MSMEG_RS13155:2783783-2784265,,
,1:MSMEG_RS13160:2784414-2785739,,
,1:MSMEG_RS13165:2785736-2786392,,
,1:MSMEG_RS13170:2786389-2787040,,
,1:MSMEG_RS13175:2787037-2787960,,
,1:MSMEG_RS13180:2787964-2789760,,
,1:MSMEG_RS13185:2789863-2790918,,
,1:MSMEG_RS13190:2791028-2791807,,
,1:MSMEG_RS13195:2791809-2792138,,
,1:MSMEG_RS13200:2792363-2793412,,
,1:MSMEG_RS13210:2794005-2794904,,
,1:MSMEG_RS13215:2794901-2795581,,
,1:MSMEG_RS13220:2795600-2796421,,
,1:MSMEG_RS13225:2796447-2797175,,
,1:MSMEG_RS13245:2801006-2801893,,
,1:MSMEG_RS13265:2804420-2805832,,
,1:MSMEG_RS13270:2805853-2807556,,
,1:MSMEG_RS13275:2807642-2809933,,
,1:MSMEG_RS13280:2810192-2812627,,
,1:MSMEG_RS13290:2813767-2814189,,
,1:MSMEG_RS13315:2817834-2818666,,
,1:MSMEG_RS13325:2820253-2821314,,
,1:MSMEG_RS13355:2825183-2825374,,
,1:MSMEG_RS13365:2826225-2827625,,
,1:MSMEG_RS13440:2839197-2840276,,
,1:MSMEG_RS13445:2840636-2841931,,
,1:MSMEG_RS13455:2843910-2844824,,
,1:MSMEG_RS13485:2849980-2850276,,
,1:MSMEG_RS13520:2856103-2856627,,
,1:MSMEG_RS13525:2856675-2857100,,
,1:MSMEG_RS13535:2858033-2859376,,
,1:MSMEG_RS13540:2859380-2860042,,
,1:MSMEG_RS13545:2860089-2861342,,
,1:MSMEG_RS13550:2861362-2862573,,
,1:MSMEG_RS13555:2862579-2863511,,
,1:MSMEG_RS13560:2863788-2864840,,
,1:MSMEG_RS13565:2864837-2865649,,
,1:MSMEG_RS13570:2865884-2866366,,
,1:MSMEG_RS13575:2867058-2867363,,
,1:MSMEG_RS13580:2867398-2867727,,
,1:MSMEG_RS13585:2868002-2869096,,
,1:MSMEG_RS13590:2869107-2869382,,
,1:MSMEG_RS13595:2869279-2870340,,
,1:MSMEG_RS13600:2870371-2870862,,
,1:MSMEG_RS13605:2871045-2871920,,
,1:MSMEG_RS13610:2871947-2872393,,
,1:MSMEG_RS13615:2872390-2873601,,
,1:MSMEG_RS13620:2873675-2874541,,
,1:MSMEG_RS13625:2874564-2875436,,
,1:MSMEG_RS13630:2875590-2876747,,
,1:MSMEG_RS13635:2876744-2877413,,
,1:MSMEG_RS13640:2877880-2878161,,
,1:MSMEG_RS13645:2878366-2878581,,
,1:MSMEG_RS13650:2879010-2879533,,
,1:MSMEG_RS13655:2880208-2880504,,
,1:MSMEG_RS13660:2880573-2881834,,
,1:MSMEG_RS13665:2883236-2884048,,
,1:MSMEG_RS13670:2884100-2884579,,
,1:MSMEG_RS13675:2884682-2884822,,
,1:MSMEG_RS13680:2884840-2885709,,
,1:MSMEG_RS13685:2885869-2887335,,
,1:MSMEG_RS13690:2887354-2888460,,
,1:MSMEG_RS13695:2888617-2888826,,
,1:MSMEG_RS13700:2888948-2890165,,
,1:MSMEG_RS13705:2890417-2891739,,
,1:MSMEG_RS13710:2891747-2892448,,
,1:MSMEG_RS13715:2892622-2893989,,
,1:MSMEG_RS13720:2894143-2894352,,
,1:MSMEG_RS13725:2894349-2894651,,
,1:MSMEG_RS13730:2894648-2894974,,
,1:MSMEG_RS13755:2896046-2898433,,
,1:MSMEG_RS13760:2898445-2898927,,
,1:MSMEG_RS13765:2898998-2901400,,
,1:MSMEG_RS13770:2901404-2902102,,
,1:MSMEG_RS13775:2902133-2903542,,
,1:MSMEG_RS13780:2903622-2904917,,
,1:MSMEG_RS13785:2904914-2906269,,
,1:MSMEG_RS13790:2906266-2907879,,
,1:MSMEG_RS13795:2907894-2908694,,
,1:MSMEG_RS13800:2908763-2909731,,
,1:MSMEG_RS13805:2909734-2911320,,
,1:MSMEG_RS13810:2911537-2912946,,
,1:MSMEG_RS13815:2913021-2913422,,
,1:MSMEG_RS13820:2913508-2913930,,
,1:MSMEG_RS13825:2913944-2914393,,
,1:MSMEG_RS13830:2914474-2915247,,
,1:MSMEG_RS13835:2915518-2916330,,
,1:MSMEG_RS13840:2916342-2917187,,
,1:MSMEG_RS13845:2917214-2918401,,
,1:MSMEG_RS13850:2918398-2919429,,
,1:MSMEG_RS13855:2919429-2920505,,
,1:MSMEG_RS13860:2920508-2921965,,
,1:MSMEG_RS13865:2921962-2923152,,
,1:MSMEG_RS13870:2923152-2924639,,
,1:MSMEG_RS13875:2924650-2925162,,
,1:MSMEG_RS13880:2925353-2925682,,
,1:MSMEG_RS13885:2925664-2926083,,
,1:MSMEG_RS13890:2926271-2926948,,
,1:MSMEG_RS13895:2926945-2927517,,
,1:MSMEG_RS13900:2927518-2928129,,
,1:MSMEG_RS13905:2928126-2929694,,
,1:MSMEG_RS13910:2929813-2930508,,
,1:MSMEG_RS13915:2930521-2932197,,
,1:MSMEG_RS13920:2932334-2933494,,
,1:MSMEG_RS13925:2933530-2933769,,
,1:MSMEG_RS13930:2933753-2934544,,
,1:MSMEG_RS13935:2934557-2936146,,
,1:MSMEG_RS13940:2936210-2937286,,
,1:MSMEG_RS13945:2937393-2938373,,
,1:MSMEG_RS13950:2938382-2939260,,
,1:MSMEG_RS13955:2939257-2939754,,
,1:MSMEG_RS13960:2939825-2940826,,
,1:MSMEG_RS13965:2940823-2941974,,
,1:MSMEG_RS13970:2941974-2942756,,
,1:MSMEG_RS13975:2942785-2944206,,
,1:MSMEG_RS13980:2944225-2945340,,
,1:MSMEG_RS13985:2945429-2947012,,
,1:MSMEG_RS13990:2947132-2949054,,
,1:MSMEG_RS13995:2949051-2949938,,
,1:MSMEG_RS14000:2949940-2950560,,
,1:MSMEG_RS14005:2950566-2950916,,
,1:MSMEG_RS14010:2951016-2952254,,
,1:MSMEG_RS14015:2952197-2953147,,
,1:MSMEG_RS14020:2953144-2954028,,
,1:MSMEG_RS14025:2954224-2955126,,
,1:MSMEG_RS14030:2955143-2956324,,
,1:MSMEG_RS14035:2956384-2957439,,
,1:MSMEG_RS14040:2957572-2959194,,
,1:MSMEG_RS14045:2959295-2960089,,
,1:MSMEG_RS14050:2960091-2960960,,
,1:MSMEG_RS14055:2961004-2961381,,
,1:MSMEG_RS14060:2961476-2962030,,
,1:MSMEG_RS14065:2962139-2962834,,
,1:MSMEG_RS14070:2962870-2963490,,
,1:MSMEG_RS14075:2963487-2964347,,
,1:MSMEG_RS14080:2964456-2965199,,
,1:MSMEG_RS14085:2965162-2965305,,
,1:MSMEG_RS14090:2965843-2967049,,
,1:MSMEG_RS14095:2967055-2967447,,
,1:MSMEG_RS14100:2967725-2968099,,
,1:MSMEG_RS14105:2968218-2969042,,
,1:MSMEG_RS14110:2969066-2970517,,
,1:MSMEG_RS14115:2970514-2971437,,
,1:MSMEG_RS14120:2971434-2972642,,
,1:MSMEG_RS14125:2972708-2973415,,
,1:MSMEG_RS14130:2973561-2974910,,
,1:MSMEG_RS14135:2974935-2976311,,
,1:MSMEG_RS14140:2976308-2977282,,
,1:MSMEG_RS14145:2977263-2978126,,
,1:MSMEG_RS14150:2978144-2979652,,
,1:MSMEG_RS14155:2979652-2980356,,
,1:MSMEG_RS14160:2980507-2981214,,
,1:MSMEG_RS14165:2981309-2982106,,
,1:MSMEG_RS14170:2982192-2983193,,
,1:MSMEG_RS14175:2983601-2984632,,
,1:MSMEG_RS14180:2984629-2985426,,
,1:MSMEG_RS14185:2985445-2986239,,
,1:MSMEG_RS14190:2986362-2987162,,
,1:MSMEG_RS14195:2987165-2988118,,
,1:MSMEG_RS14200:2988115-2988897,,
,1:MSMEG_RS14205:2988894-2990078,,
,1:MSMEG_RS14210:2990071-2990718,,
,1:MSMEG_RS14215:2990857-2991939,,
,1:MSMEG_RS14220:2992021-2992650,,
,1:MSMEG_RS14225:2992647-2993078,,
,1:MSMEG_RS14280:3003003-3003653,,
,1:MSMEG_RS14285:3003678-3004109,,
,1:MSMEG_RS14305:3006499-3006885,,
,1:MSMEG_RS14310:3007026-3007814,,
,1:MSMEG_RS14315:3007814-3008629,,
,1:MSMEG_RS14320:3008674-3011034,,
,1:MSMEG_RS14325:3011031-3011849,,
,1:MSMEG_RS14330:3011842-3012327,,
,1:MSMEG_RS14335:3012396-3013715,,
,1:MSMEG_RS14340:3013795-3014115,,
,1:MSMEG_RS14345:3014135-3015154,,
,1:MSMEG_RS14350:3015273-3015719,,
,1:MSMEG_RS14360:3019572-3020213,,
,1:MSMEG_RS14365:3020304-3021023,,
,1:MSMEG_RS14405:3030981-3032378,,
,1:MSMEG_RS14410:3032378-3032989,,
,1:MSMEG_RS14415:3033121-3033750,,
,1:MSMEG_RS14420:3033747-3034880,,
,1:MSMEG_RS14425:3034877-3035743,,
,1:MSMEG_RS14430:3035748-3037301,,
,1:MSMEG_RS14435:3037408-3038829,,
,1:MSMEG_RS14440:3038835-3039719,,
,1:MSMEG_RS14445:3039885-3040748,,
,1:MSMEG_RS14460:3043394-3044086,,
,1:MSMEG_RS14465:3044086-3044898,,
,1:MSMEG_RS14470:3044895-3046022,,
,1:MSMEG_RS14475:3046019-3046903,,
,1:MSMEG_RS14480:3046939-3048207,,
,1:MSMEG_RS14485:3048445-3048876,,
,1:MSMEG_RS14490:3049055-3049870,,
,1:MSMEG_RS14495:3049867-3051504,,
,1:MSMEG_RS14500:3051501-3052844,,
,1:MSMEG_RS14505:3052885-3053973,,
,1:MSMEG_RS14510:3053983-3054882,,
,1:MSMEG_RS14515:3055061-3056095,,
,1:MSMEG_RS14525:3057281-3058564,,
,1:MSMEG_RS14530:3058595-3059857,,
,1:MSMEG_RS14535:3059854-3060993,,
,1:MSMEG_RS14540:3061057-3062286,,
,1:MSMEG_RS14545:3062374-3063033,,
,1:MSMEG_RS14550:3063126-3063980,,
,1:MSMEG_RS14555:3063977-3064876,,
,1:MSMEG_RS14560:3064877-3065413,,
,1:MSMEG_RS14565:3065438-3067063,,
,1:MSMEG_RS14575:3068022-3069497,,
,1:MSMEG_RS14590:3071978-3072433,,
,1:MSMEG_RS14595:3072435-3073382,,
,1:MSMEG_RS14600:3073373-3074650,,
,1:MSMEG_RS14605:3074647-3076152,,
,1:MSMEG_RS14610:3076326-3078044,,
,1:MSMEG_RS14615:3078062-3078793,,
,1:MSMEG_RS14620:3078871-3079857,,
,1:MSMEG_RS14625:3079874-3081520,,
,1:MSMEG_RS14630:3081596-3082780,,
,1:MSMEG_RS14635:3082878-3083348,,
,1:MSMEG_RS14640:3083458-3083838,,
,1:MSMEG_RS14645:3083882-3084628,,
,1:MSMEG_RS14650:3084783-3088091,,
,1:MSMEG_RS14655:3088091-3090805,,
,1:MSMEG_RS14670:3092925-3093758,,
,1:MSMEG_RS14680:3095235-3095540,,
,1:MSMEG_RS14710:3101404-3102249,,
,1:MSMEG_RS14715:3102259-3102702,,
,1:MSMEG_RS14725:3103991-3104725,,
,1:MSMEG_RS14730:3104718-3105779,,
,1:MSMEG_RS14755:3108872-3111491,,
,1:MSMEG_RS14760:3111537-3111776,,
,1:MSMEG_RS14765:3111781-3112989,,
,1:MSMEG_RS14775:3114301-3114978,,
,1:MSMEG_RS14840:3129093-3130088,,
,1:MSMEG_RS14845:3130085-3130825,,
,1:MSMEG_RS14850:3130870-3131709,,
,1:MSMEG_RS14855:3131786-3132733,,
,1:MSMEG_RS14870:3135497-3137305,,
,1:MSMEG_RS14875:3137299-3137835,,
,1:MSMEG_RS14900:3142059-3142244,,
,1:MSMEG_RS14905:3142257-3143957,,
,1:MSMEG_RS14935:3147737-3148219,,
,1:MSMEG_RS14940:3148216-3150171,,
,1:MSMEG_RS14970:3155445-3155837,,
,1:MSMEG_RS14975:3155830-3157173,,
,1:MSMEG_RS15000:3160719-3161813,,
,1:MSMEG_RS15005:3161830-3162525,,
,1:MSMEG_RS15010:3162550-3163551,,
,1:MSMEG_RS15015:3163544-3165091,,
,1:MSMEG_RS15020:3165093-3166037,,
,1:MSMEG_RS15025:3166037-3167596,,
,1:MSMEG_RS15030:3167600-3168691,,
,1:MSMEG_RS15035:3168749-3169729,,
,1:MSMEG_RS15040:3169942-3172743,,
,1:MSMEG_RS15045:3172746-3173117,,
,1:MSMEG_RS15085:3181840-3182799,,
,1:MSMEG_RS15090:3182812-3183879,,
,1:MSMEG_RS15095:3183900-3184715,,
,1:MSMEG_RS15100:3184712-3185575,,
,1:MSMEG_RS15105:3185616-3186944,,
,1:MSMEG_RS15110:3187000-3187794,,
,1:MSMEG_RS15115:3187791-3189278,,
,1:MSMEG_RS15120:3189456-3190271,,
,1:MSMEG_RS15125:3190268-3191017,,
,1:MSMEG_RS15130:3191000-3191800,,
,1:MSMEG_RS15150:3194631-3196307,,
,1:MSMEG_RS15160:3197224-3198657,,
,1:MSMEG_RS15190:3202721-3203860,,
,1:MSMEG_RS15195:3203857-3204447,,
,1:MSMEG_RS15200:3204495-3204944,,
,1:MSMEG_RS15205:3205123-3206718,,
,1:MSMEG_RS15210:3207089-3207892,,
,1:MSMEG_RS15215:3208009-3209274,,
,1:MSMEG_RS15220:3209220-3209747,,
,1:MSMEG_RS15225:3209887-3210606,,
,1:MSMEG_RS15230:3210665-3211774,,
,1:MSMEG_RS15265:3218854-3219456,,
,1:MSMEG_RS15325:3230705-3231052,,
,1:MSMEG_RS15330:3231067-3231804,,
,1:MSMEG_RS15335:3231955-3233832,,
,1:MSMEG_RS15350:3237127-3237477,,
,1:MSMEG_RS15355:3237553-3238818,,
,1:MSMEG_RS15360:3238864-3239595,,
,1:MSMEG_RS15365:3239637-3239993,,
,1:MSMEG_RS15370:3240241-3240942,,
,1:MSMEG_RS15375:3240950-3242272,,
,1:MSMEG_RS15380:3242433-3242996,,
,1:MSMEG_RS15390:3246446-3246664,,
,1:MSMEG_RS15400:3248071-3248559,,
,1:MSMEG_RS15420:3251253-3252143,,
,1:MSMEG_RS15425:3252280-3252924,,
,1:MSMEG_RS15435:3256584-3257036,,
,1:MSMEG_RS15440:3257094-3257483,,
,1:MSMEG_RS15445:3257504-3257905,,
,1:MSMEG_RS15450:3257910-3258143,,
,1:MSMEG_RS15460:3259770-3261521,,
,1:MSMEG_RS15465:3261518-3263795,,
,1:MSMEG_RS15500:3272008-3272769,,
,1:MSMEG_RS15505:3272770-3273387,,
,1:MSMEG_RS15550:3281139-3282659,,
,1:MSMEG_RS15555:3283047-3283682,,
,1:MSMEG_RS15605:3290670-3292352,,
,1:MSMEG_RS15610:3292342-3293334,,
,1:MSMEG_RS15615:3293342-3294139,,
,1:MSMEG_RS15625:3294784-3296358,,
,1:MSMEG_RS15650:3299959-3301809,,
,1:MSMEG_RS15655:3301834-3302223,,
,1:MSMEG_RS15660:3302213-3302626,,
,1:MSMEG_RS15665:3302712-3307268,,
,1:MSMEG_RS15670:3307261-3308763,,
,1:MSMEG_RS15685:3311187-3311981,,
,1:MSMEG_RS15710:3317720-3318319,,
,1:MSMEG_RS15715:3318528-3319415,,
,1:MSMEG_RS15720:3319425-3320357,,
,1:MSMEG_RS15725:3320387-3321139,,
,1:MSMEG_RS15730:3321162-3322022,,
,1:MSMEG_RS15735:3322077-3323213,,
,1:MSMEG_RS15740:3323213-3323869,,
,1:MSMEG_RS15745:3323913-3325754,,
,1:MSMEG_RS15750:3325812-3326303,,
,1:MSMEG_RS15755:3326308-3327286,,
,1:MSMEG_RS15760:3327285-3327464,,
,1:MSMEG_RS15765:3327566-3328519,,
,1:MSMEG_RS15780:3329708-3330919,,
,1:MSMEG_RS15785:3330998-3332035,,
,1:MSMEG_RS15790:3332032-3333246,,
,1:MSMEG_RS15795:3333243-3334097,,
,1:MSMEG_RS15800:3334111-3334827,,
,1:MSMEG_RS15805:3334948-3335274,,
,1:MSMEG_RS15810:3335279-3336166,,
,1:MSMEG_RS15815:3336282-3336767,,
,1:MSMEG_RS15820:3336777-3337679,,
,1:MSMEG_RS15825:3337735-3337893,,
,1:MSMEG_RS15830:3337949-3339346,,
,1:MSMEG_RS15835:3339575-3340744,,
,1:MSMEG_RS15840:3340787-3341722,,
,1:MSMEG_RS15845:3341781-3342605,,
,1:MSMEG_RS15850:3342632-3344113,,
,1:MSMEG_RS15855:3344098-3344886,,
,1:MSMEG_RS15860:3344883-3345905,,
,1:MSMEG_RS15865:3346024-3347112,,
,1:MSMEG_RS15870:3347127-3348557,,
,1:MSMEG_RS15875:3348569-3349522,,
